price,bed,bath,acre_lot,house_size
12.3879816172226,2.0,2.0,0.14842000511827327,0.2531667839549613
12.428820118415677,1.0,1.0,0.0295588022415444,0.12244897959183673
14.506155109559108,5.0,5.0,1.1878434223960523,0.8261787473610133
12.506180941677357,3.0,2.0,0.18232155679395465,0.30823363828289935
12.821260987319457,3.0,1.0,0.20701416938432612,0.17663617171006335
13.017005083966255,2.0,1.0,0.3784364357202451,0.175228712174525
13.22672519452875,3.0,4.0,0.04879016416943201,0.4032371569317382
14.331324320256051,3.0,2.0,0.15700374880966475,0.28078817733990147
14.50765773869101,4.0,2.0,0.13976194237515868,0.3017241379310345
12.524166311833152,3.0,3.0,0.019802627296179712,0.2044334975369458
12.560247968016562,5.0,3.0,0.10436001532424277,0.46235045742434905
13.527696476799726,5.0,4.0,0.3435897043900769,0.35942997888810696
13.578522867254332,3.0,2.0,0.22713557258374723,0.2016185784658691
13.527829818844937,5.0,4.0,0.1906203596086497,0.6666080225193525
12.468056068255885,4.0,3.0,0.4054651081081644,0.38705137227304715
13.399845102751483,4.0,4.0,0.173953307123438,0.5248064743138634
12.668236246916223,3.0,3.0,0.07696104113612832,0.30049261083743845
13.090234735952754,4.0,3.0,0.019802627296179712,0.46798029556650245
13.451668563394815,4.0,3.0,0.2151113796169455,0.5689655172413792
12.765405536311112,2.0,2.0,0.14842000511827327,0.33163265306122447
11.827013315851762,1.0,1.0,0.20701416938432612,0.09957776213933849
12.691583538230217,3.0,3.0,0.14842000511827327,0.3370865587614356
13.217493541006709,4.0,3.0,0.14842000511827327,0.49577762139338494
12.676079399771027,4.0,3.0,0.3435897043900769,0.5886699507389161
13.151924121391561,2.0,2.0,0.7929925155296614,0.1817382125263899
11.88380602959621,2.0,2.0,0.15700374880966475,0.17610837438423646
14.400516137007425,3.0,2.0,0.04879016416943201,0.27885292047853627
12.721888795877375,3.0,2.0,1.6863989535702288,0.5432793807178043
14.375126917328105,5.0,4.0,0.43178241642553783,0.64954257565095
12.429220196836383,3.0,1.0,0.5596157879354227,0.18490499648135117
12.691583538230217,3.0,3.0,0.06765864847381481,0.35151301900070375
11.934926432385152,3.0,2.0,0.1988508587451652,0.35467980295566504
12.449022745701502,4.0,3.0,0.1988508587451652,0.4394792399718508
11.88380602959621,3.0,2.0,0.12221763272424921,0.22660098522167488
11.154835234271214,3.0,2.0,0.6981347220709844,0.3033075299085151
12.425212191503038,2.0,2.0,0.23111172096338664,0.31456720619282197
10.809748150372926,3.0,2.0,0.25464221837358075,0.20372976776917665
12.07254696717504,3.0,1.0,0.16551443847757338,0.2325826882477129
12.597780217902699,3.0,2.0,0.32208349916911333,0.2603800140745954
12.54254845357358,3.0,1.0,0.33647223662121295,0.20971147079521466
13.044782304087969,3.0,3.0,0.058268908123975775,0.3289936664320901
11.225256725762893,2.0,1.0,0.13976194237515868,0.14567206192821958
12.487488878546145,3.0,2.0,0.25464221837358075,0.2443701618578466
12.55989703048335,3.0,2.0,0.708035793053696,0.3110485573539761
12.959846800844963,2.0,2.0,0.0295588022415444,0.19792399718508094
13.016893966928787,3.0,2.0,0.14842000511827327,0.2885292047853624
12.807655372286902,4.0,3.0,0.3074846997479606,0.3891625615763547
13.658857917508856,4.0,3.0,0.14842000511827327,0.37807881773399016
12.985399815906522,2.0,2.0,0.019802627296179712,0.2558057705840957
12.983103608918753,3.0,3.0,3.2188758248682006,0.37244897959183676
14.115615891155079,5.0,5.0,0.13976194237515868,0.6081984517945108
11.848690308590857,3.0,1.0,0.31481073984003355,0.20760028149190712
12.577639650232573,3.0,2.0,1.1151415906193203,0.3071780436312456
12.100161978566867,3.0,2.0,0.22314355131420976,0.2596762843068262
12.468056068255885,3.0,2.0,0.173953307123438,0.24225897255453907
13.303018546545275,4.0,3.0,2.93651291389402,0.6604503870513723
13.049794835104816,5.0,3.0,0.4700036292457355,0.5144264602392681
12.89897229545694,3.0,1.0,0.3074846997479606,0.17083040112596765
12.445093483000798,2.0,2.0,0.1906203596086497,0.175228712174525
11.608244735642321,3.0,1.0,0.09531017980432487,0.19739619985925405
12.511721101590597,4.0,2.0,0.173953307123438,0.22378606615059818
12.65804276916073,4.0,3.0,0.1906203596086497,0.4088669950738916
12.34148164933907,2.0,2.0,1.2149127443642704,0.15130190007037297
12.834683971615659,3.0,2.0,0.15700374880966475,0.2792047853624208
14.878496014412317,3.0,4.0,0.1988508587451652,0.43121041520056297
11.982310152711182,3.0,1.0,0.11332868530700317,0.21006333567909924
13.345508528717259,4.0,5.0,2.2669579153508947,0.673469387755102
11.350418300109132,2.0,2.0,0.04879016416943201,0.2939831104855735
12.59473402514672,3.0,3.0,0.16551443847757338,0.34553131597466574
14.285452310295673,4.0,3.0,0.9122827104766162,0.6224489795918366
13.710151153416941,4.0,4.0,0.1988508587451652,0.6168191414496833
12.154784614286667,3.0,3.0,0.04879016416943201,0.30612244897959184
12.608202196848836,3.0,2.0,0.22314355131420976,0.2804363124560169
11.736077016252437,3.0,2.0,0.1906203596086497,0.6052076002814919
12.611207699176356,4.0,3.0,0.4054651081081644,0.38353272343420125
11.3373928113354,2.0,1.0,0.2151113796169455,0.15605207600281493
11.512925464970229,3.0,1.0,0.06765864847381481,0.23926812104152007
11.40646434386837,3.0,1.0,0.33647223662121295,0.16924700914848698
13.28787951079572,3.0,3.0,0.25464221837358075,0.4039408866995074
12.25486757159303,2.0,1.0,0.16551443847757338,0.1507741027445461
12.873904582205107,4.0,3.0,0.6931471805599453,0.6738212526389866
13.071051135468853,4.0,4.0,0.25464221837358075,0.5330752990851513
12.644008170618003,4.0,2.0,0.1310282624064041,0.2941590429275158
12.64429854378182,3.0,2.0,0.22314355131420976,0.3022519352568614
13.62679983384058,3.0,3.0,0.06765864847381481,0.2941590429275158
12.323860125621126,2.0,1.0,0.173953307123438,0.14567206192821958
12.428820118415677,4.0,2.0,0.12221763272424921,0.28078817733990147
11.39640288460621,3.0,2.0,0.06765864847381481,0.23574947220267417
11.934926432385152,6.0,2.0,0.18232155679395465,0.5116115411681914
12.718599820835916,2.0,2.0,0.2468600779315258,0.31773399014778325
11.849404844423074,2.0,2.0,0.16551443847757338,0.32054890921886
13.036807667689546,4.0,3.0,0.20701416938432612,0.4897959183673469
12.754168042140861,4.0,2.0,0.11332868530700317,0.30014074595355383
11.095908894882296,3.0,2.0,0.4510756193602167,0.30893736805066857
12.425212191503038,3.0,4.0,0.039220713153281295,0.38986629134412387
13.345508528717259,5.0,3.0,0.173953307123438,0.45548909218859956
12.201065128819632,3.0,2.0,1.0612565021243408,0.25650950035186487
13.014780393893403,2.0,1.0,0.43178241642553783,0.16115411681914146
13.591117476312084,3.0,2.0,0.27002713721306015,0.3138634764250528
12.876465396508989,3.0,2.0,0.1310282624064041,0.35362420830401126
13.38318953651709,4.0,4.0,0.039220713153281295,0.2624912033779029
13.345508528717259,3.0,3.0,0.15700374880966475,0.378606615059817
11.88380602959621,3.0,1.0,0.22314355131420976,0.17382125263898662
11.154835234271214,3.0,2.0,0.1988508587451652,0.2083040112596763
12.89897229545694,3.0,2.0,0.5596157879354227,0.2989092188599578
12.611207699176356,2.0,1.0,0.10436001532424277,0.13089373680506686
13.68756468012579,4.0,3.0,1.4724720573609429,0.4676284306826179
11.000448478455008,3.0,1.0,0.14842000511827327,0.23574947220267417
13.014780393893403,3.0,2.0,0.039220713153281295,0.3092892329345531
13.42246945133505,4.0,3.0,0.36464311358790924,0.6062631949331456
12.128116509451258,3.0,2.0,0.1988508587451652,0.3342716396903589
13.840204146163925,3.0,3.0,0.6931471805599453,0.35960591133004927
12.863698860422856,2.0,2.0,0.15700374880966475,0.28729767769176634
13.586098651497313,5.0,4.0,0.173953307123438,0.663969035890218
12.301387370778713,3.0,2.0,0.15700374880966475,0.30242786769880364
12.59473402514672,2.0,1.0,0.14842000511827327,0.1537649542575651
11.842236406331555,1.0,1.0,0.07696104113612832,0.21745249824067558
12.806284573911311,3.0,2.0,1.0260415958332743,0.3103448275862069
13.592243248992402,4.0,3.0,0.4700036292457355,0.4651653764954258
12.15425816271595,4.0,2.0,0.1310282624064041,0.4584799437016186
13.304686600863562,3.0,2.0,0.15700374880966475,0.18015482054890922
12.013706813470414,3.0,1.0,0.12221763272424921,0.21323011963406052
12.847665971443902,3.0,2.0,1.1786549963416462,0.16977480647431387
